ShortenedID	LFQ.intensity.24hrsI-Rep1	LFQ.intensity.24hrsI-Rep2	LFQ.intensity.24hrsI-Rep3	LFQ.intensity.24hrsNI-Rep1	LFQ.intensity.24hrsNI-Rep2	LFQ.intensity.24hrsNI-Rep3	LFQ.intensity.8hrsI-Rep1	LFQ.intensity.8hrsI-Rep2	LFQ.intensity.8hrsI-Rep3	LFQ.intensity.8hrsNI-Rep1	LFQ.intensity.8hrsNI-Rep2	LFQ.intensity.8hrsNI-Rep3
Solyc02g062810.2.1	3164700	4993700	7869400	3118000	3450700	4452300	4235100	6528800	3562400	5266000	5995300	4860600
Solyc02g062920.2.1	21938000	12094000	31534000	35981000	40831000	42708000	41906000	29544000	51454000	39216000	38456000	40879000
Solyc02g063050.2.1	0	0	0	0	0	0	0	0	1162600	0	0	0
Solyc02g063070.2.1	9418700	10346000	5808200	11729000	5485900	10752000	4763800	5709600	3765400	3728000	2793400	2838300
Solyc02g063150.2.1	217810000	608660000	91041000	8713800	5519600	0	54721000	96806000	7502400	3930500	5877600	0
Solyc02g063490.2.1	1134900	3104600	2618900	0	0	0	0	0	0	0	0	1432600
Solyc02g064580.2.1	11894000	5432200	9781400	7461100	6486900	6186100	7682100	4933600	6911900	9395600	6198500	5578600
Solyc02g064630.2.1	0	0	0	2328000	0	0	0	0	0	0	0	1112000
Solyc02g064670.1.1	549200	788540	0	0	0	0	0	919040	1318900	0	0	0
Solyc02g064680.2.1	1666100	1744900	1967400	0	1714700	1713700	740150	2447100	1146700	813760	1630600	1164700
Solyc02g064700.2.1	10906000	7655300	15534000	15698000	21240000	17611000	17126000	21420000	8306500	14563000	15326000	13543000
Solyc02g064940.1.1	281210000	271800000	719800000	1090000000	1337900000	1288000000	1166700000	1060700000	1272000000	754830000	1145300000	1212900000
Solyc02g065090.2.1	2680200	11652000	1430700	0	0	0	0	0	0	0	0	0
Solyc02g065170.2.1	6218600	7055200	4362500	1371100	1468700	4426000	1698700	3500400	1906900	0	2102200	3341600
Solyc02g065300.1.1	573630	3658700	645210	0	564470	0	0	0	0	0	614690	0
Solyc02g065370.2.1	5093000	0	3524200	11896000	9282200	8987200	20668000	12027000	12477000	18512000	13138000	10462000
Solyc02g065400.2.1	1031200000	2393100000	604950000	15708000	20684000	33166000	32424000	74510000	27892000	689580	16422000	29950000
Solyc02g065500.2.1	2478500	0	4249400	5571100	4525200	5986300	2535800	3933200	0	7262000	4021800	9669600
Solyc02g065630.2.1	26144000	13854000	10270000	34625000	37096000	20726000	20233000	19260000	10563000	25215000	29013000	21020000
Solyc02g065660.2.1	22164000	15593000	45062000	27272000	30271000	45294000	17762000	24868000	27252000	21475000	29081000	35467000
Solyc02g066950.2.1	0	0	0	0	0	0	0	0	457820	0	0	0
Solyc02g067030.2.1	1277000	2433900	1288400	1166900	1255000	1035600	1164000	1050400	0	1315700	1012700	0
Solyc02g067180.2.1	2178500	7681800	1773000	0	0	0	0	0	0	0	0	0
Solyc02g067210.2.1	274560000	140640000	302600000	394790000	460920000	359300000	354060000	401620000	182670000	329130000	299370000	380640000
Solyc02g067310.2.1	14366000	11311000	18552000	24536000	27455000	35425000	40751000	33275000	41800000	51667000	35617000	36166000
Solyc02g067320.1.1	8298100	0	7398500	16364000	18799000	22010000	20824000	15379000	21474000	22399000	22293000	23126000
Solyc02g067370.2.1	0	0	0	0	0	808760	0	0	0	0	0	518600
Solyc02g067460.2.1	31944000	82363000	14803000	6184900	15415000	8324200	6933400	5508300	12375000	3259300	9569400	6887600
Solyc02g067530.2.1	454250	680620	476230	397950	473270	0	0	0	522860	0	436390	580880
Solyc02g067570.2.1	2272900	1602000	1892800	3841400	2721500	1961700	3316500	2072200	0	3164000	1912800	2382500
Solyc02g067890.2.1	6945100	5644000	6804600	19144000	8912100	10250000	10576000	9334300	10924000	11410000	8755300	8773700
Solyc02g067980.2.1	0	913640	0	0	461180	0	0	0	0	486310	0	0
Solyc02g068090.2.1	42853000	21225000	26775000	16830000	16489000	16192000	14783000	13440000	22372000	22980000	15462000	17985000
Solyc02g068100.2.1	36428000	21081000	41375000	67037000	52169000	57159000	50726000	41567000	45331000	61432000	38610000	51211000
Solyc02g094190.2.1	1891800	0	0	0	0	0	0	0	0	0	0	0
Solyc02g068190.1.1	26726000	9905100	16657000	19689000	28385000	21676000	19960000	21305000	17001000	18950000	20826000	25488000
Solyc02g068280.2.1	1019400	580430	829390	1980000	1759100	1138300	1861000	1780900	1435200	0	4118400	5657900
Solyc02g068340.2.1	0	0	0	0	0	0	0	0	0	0	289000	0
Solyc02g068420.2.1	8931600	6934700	14067000	10217000	19065000	11928000	17100000	22241000	9984700	11247000	15950000	7657500
Solyc02g068480.2.1	26143000	24462000	35805000	45080000	64194000	38020000	42949000	22361000	27990000	31648000	45655000	82459000
Solyc02g068560.2.1	1964200	1248400	1814900	1440600	2333700	3327700	2605100	2735000	712320	2315300	1063900	2659100
Solyc02g068690.2.1	2644700	2538400	2253800	2034800	1913500	2405700	3184200	1790600	2658500	6130400	1432400	1573500
Solyc02g068700.2.1	0	924020	0	0	0	0	0	0	0	0	0	0
Solyc02g068990.2.1	702600	0	0	1364500	0	929100	2068800	1381300	1158900	2577700	1035100	742670
Solyc02g069100.2.1	17780000	10814000	15616000	6235800	5217400	14337000	7065800	4756800	4586900	0	4820500	15145000
Solyc02g069150.2.1	2640200	0	0	0	0	0	0	0	0	0	0	0
Solyc02g069260.2.1	14383000	17550000	18810000	7057300	8309700	12728000	6321000	7527200	14317000	8742200	10986000	12011000
Solyc02g069340.2.1	11441000	7880800	23345000	48303000	45872000	24692000	49229000	28863000	16405000	28132000	20976000	21895000
Solyc02g069380.2.1	0	0	224040	0	0	0	0	0	0	0	0	0
Solyc02g069450.2.1	38852000	116890000	59698000	13789000	19844000	28162000	19158000	20616000	14885000	10926000	44341000	14146000
Solyc02g069460.2.1	645710000	1659300000	816760000	290090000	238330000	466180000	196470000	439610000	239940000	95576000	504020000	194590000
Solyc02g069510.1.1	572690	0	0	788200	827310	859930	0	905530	1119900	4473000	0	1219600
Solyc02g069590.2.1	1328800	1651300	2431900	1279600	6365000	1505400	2332900	1047000	923060	0	2846900	1455800
Solyc02g069770.2.1	49635000	42695000	76840000	98837000	129070000	73157000	126610000	86549000	87618000	53266000	114000000	82413000
Solyc02g069790.2.1	18965000	13430000	11909000	33942000	19987000	14588000	29698000	17906000	21067000	38112000	13417000	11351000
Solyc02g069850.2.1	6197300	24951000	1138900	1553300	1556000	1351100	1416700	1431900	8501900	0	1415900	1611800
Solyc02g069940.2.1	3357300	2671100	3280000	3731500	6260300	7962400	9930400	7083300	8731800	4627700	5308300	5718000
Solyc02g069950.2.1	21054000	17080000	54634000	73374000	63316000	52295000	73748000	61379000	45996000	45397000	39529000	53802000
Solyc02g070090.1.1	0	1142300	0	0	0	0	0	0	0	0	0	0
Solyc02g070100.2.1	13582000	5587800	17288000	20779000	19779000	19555000	26082000	17237000	16891000	21836000	14268000	20463000
Solyc02g070240.2.1	5674700	2040100	3731600	4500400	7011300	5153000	6096000	6538300	3369300	4008400	5869600	4706100
Solyc02g070260.2.1	7209700	2877600	7942800	16020000	14144000	12239000	15816000	12364000	10774000	17421000	14997000	13861000
Solyc02g070310.2.1	10710000	21479000	8027400	11567000	11854000	6679100	15161000	18270000	11789000	11281000	11470000	5179100
Solyc02g070360.2.1	82310000	118980000	78440000	55823000	68636000	93697000	47199000	63468000	69751000	31923000	103660000	81317000
Solyc02g070390.2.1	89820000	46883000	78096000	107060000	78468000	91967000	75168000	105130000	92229000	201880000	129640000	137030000
Solyc02g070510.2.1	0	2689000	0	0	0	0	0	0	0	0	0	0
Solyc02g070520.2.1	0	0	0	0	205120	0	0	0	0	0	0	0
Solyc02g070570.2.1	0	0	0	0	0	0	0	0	0	0	2704100	0
Solyc02g070650.2.1	1976400	2454600	2360100	3247600	1955300	1001600	1203600	2253200	2718900	0	3768700	789990
Solyc02g070710.1.1	0	0	0	0	0	13321000	0	0	0	0	0	0
Solyc02g070800.2.1	0	0	0	0	0	0	0	0	0	0	0	1631200
Solyc02g070810.2.1	198440000	167280000	272040000	309550000	290610000	383540000	210310000	232170000	485140000	308630000	263860000	299650000
Solyc02g071030.1.1	1126500000	2090000000	1810200000	762160000	419210000	404060000	424000000	1065700000	4170000000	245920000	331820000	446790000
Solyc02g071000.1.1	0	0	0	0	0	32206000	0	0	0	0	0	0
Solyc02g071040.2.1	27241000	14945000	28423000	26022000	25585000	35841000	19606000	25482000	25142000	38912000	30170000	34575000
Solyc02g071160.2.1	2886700	5922100	4142400	7363500	7864500	5213900	4316100	7184200	7489000	10232000	6872200	4696100
Solyc02g071180.2.1	0	381370	0	0	0	0	0	0	0	0	0	0
Solyc02g071580.2.1	61165000	27762000	92803000	526320000	241960000	354710000	267810000	122620000	341150000	363460000	232460000	235850000
Solyc02g071610.2.1	0	0	0	0	443930	0	0	0	0	0	0	0
Solyc02g071620.2.1	6557600	10447000	7823600	1259900	1168600	3230200	2564900	2995000	2028100	1372600	1965800	2124900
Solyc02g071710.2.1	3469800	5382700	8710800	2518100	6182100	8269700	5780800	6265100	6732000	2132800	4153200	7815300
Solyc02g071820.2.1	1184600	0	839680	0	0	0	0	0	0	0	0	0
Solyc02g071890.2.1	1171200	2216500	1051100	0	0	0	0	0	0	0	0	0
Solyc02g072130.2.1	35455000	60069000	26645000	9373400	8267600	11000000	9170900	7661500	12225000	11706000	8442700	13160000
Solyc02g072160.2.1	0	2840000	0	0	0	0	0	0	0	0	0	0
Solyc02g072260.2.1	28507000	18371000	24387000	26558000	26606000	40594000	20512000	24062000	60721000	44916000	30583000	34129000
Solyc02g072510.2.1	1493100	0	1763300	0	1914000	1740700	0	1914300	0	0	0	0
Solyc02g077080.2.1	3084700	1713800	2677400	0	0	0	0	0	0	0	0	0
Solyc02g077290.1.1	4353700	1740000	1305600	0	0	0	0	0	0	0	0	0
Solyc02g077300.1.1	2501500	0	2421500	2774700	4896700	3254500	6969500	5371600	3454700	3916100	3548100	6113500
Solyc02g077600.2.1	13791000	7784400	13720000	17160000	16646000	23316000	14423000	11251000	11375000	15927000	13244000	20949000
Solyc02g077660.2.1	19172000	7864500	24129000	22757000	17676000	22126000	26466000	19581000	4213600	28035000	20385000	26895000
Solyc02g077880.2.1	0	0	0	0	0	0	0	0	0	0	0	172750
Solyc02g077990.2.1	45520000	112990000	23167000	33471000	12548000	15884000	17219000	17991000	25066000	17607000	31813000	11641000
Solyc02g078040.2.1	23481000	17997000	42886000	40389000	38191000	44943000	46314000	62915000	48076000	22594000	39232000	42307000
Solyc02g078120.1.1	70836000	89138000	45284000	7221900	6067100	3284600	5980100	14029000	4179200	5266500	8201500	2228600
Solyc02g078200.2.1	467630	0	0	692390	731840	0	502650	0	0	0	664190	0
Solyc02g078260.2.1	228250000	129550000	148470000	241400000	289290000	227230000	516670000	305060000	228560000	231260000	196190000	184990000
Solyc02g078380.2.1	0	438740	0	0	0	0	0	0	0	0	0	0
Solyc02g078520.2.1	3857600	2527000	5158600	5481800	4908400	4440100	4193200	3946800	4016200	3683200	3780600	3308500
Solyc02g078540.2.1	10453000	12288000	2280300	5577000	6586700	2369800	8181300	7798300	5155800	7859400	9349600	2870200
Solyc02g078550.2.1	1068000	0	1506900	1578000	1270000	1630000	916000	1269300	0	923210	1436100	2218900
Solyc02g078560.2.1	4860400	4047700	6694500	5100700	2986500	7656800	3378500	3776100	4214800	3851800	4296000	5024300
Solyc02g078580.1.1	37052000	24086000	29623000	18830000	28891000	29263000	28400000	33687000	36995000	14729000	17962000	19112000
Solyc02g078610.2.1	440140000	267630000	324130000	417410000	530100000	367170000	404500000	433750000	352530000	261860000	313080000	302910000
Solyc02g078640.2.1	4880400	2880100	5500500	4567400	4578600	4532400	5287700	7382600	4808000	7413500	6493000	6674700
Solyc02g078790.2.1	1004900	762260	1753800	1973900	940290	1663200	1155400	817100	0	1513600	690850	1787100
Solyc02g078830.2.1	34376000	17285000	48322000	54265000	57020000	50902000	64622000	63569000	43625000	54489000	42843000	35472000
Solyc02g078850.1.1	0	0	0	0	0	0	0	262010	0	0	0	0
Solyc02g078880.2.1	1097800	0	2270100	1942900	0	0	0	0	0	0	0	0
Solyc02g078970.2.1	128040000	97938000	165260000	150460000	207450000	159440000	218300000	242340000	179130000	122750000	187080000	203530000
Solyc02g079000.2.1	8773400	2496100	4269900	5976200	10915000	11602000	5706200	9201400	18432000	10240000	10282000	7321600
Solyc02g079020.2.1	0	0	0	767260	738640	0	575650	0	0	562920	440400	0
Solyc02g079040.2.1	4518100	2214100	5195000	4091700	2865700	4388600	8572700	3664600	9110300	4954400	4196600	2774200
Solyc02g079110.2.1	2996800	2936000	1762700	3094100	4619500	2283400	5093100	4119500	1307600	4452500	6061200	1958300
Solyc02g079170.2.1	1220100	5155400	1161500	0	0	0	0	0	0	0	0	0
Solyc02g079210.2.1	0	565590	423460	0	0	0	0	0	0	0	0	0
Solyc02g079220.2.1	3870100	5940200	1658100	0	0	763780	0	0	0	0	0	654870
Solyc02g079230.2.1	1683900	1724900	1061800	0	0	0	0	0	1334400	0	0	0
Solyc02g079400.2.1	696310	0	3196000	0	1181100	1674400	0	686520	1175000	0	0	5099100
Solyc02g079440.1.1	34179000	42886000	12961000	995240	0	0	1417100	0	0	0	0	0
Solyc02g079750.2.1	2557400	2658400	1125000	0	0	0	0	0	0	0	0	0
Solyc02g079770.2.1	3236600	2871300	2489100	2440400	2338700	4269200	1729300	3447900	2476000	6028400	5572900	2686800
Solyc02g079950.2.1	325240000	979910000	256350000	9088400	9841300	8039400	45827000	76623000	11463000	10401000	12257000	5444600
Solyc02g080150.1.1	1080900	571370	1950300	2368200	1273900	3329000	806950	1071000	1278500	1578600	1435600	2877800
Solyc02g080210.2.1	18485000	27190000	40839000	104320000	134690000	60980000	81999000	44725000	113840000	131200000	68511000	102460000
Solyc02g080220.2.1	5733200	5498000	9030800	6164100	4761400	4379600	6818600	3547200	15689000	6759600	3992800	7747000
Solyc02g080420.2.1	15258000	10695000	19521000	12433000	13174000	11821000	6892800	12198000	12384000	19224000	13196000	19277000
Solyc02g080430.2.1	0	0	0	0	0	0	0	0	0	0	417970	0
Solyc02g080540.1.1	326540000	1013100000	178730000	20784000	29566000	25502000	42309000	46603000	56559000	14161000	22471000	18294000
Solyc02g080570.2.1	999580	4879700	860910	0	0	0	0	0	0	0	888730	0
Solyc02g080670.2.1	25819000	23827000	41545000	72045000	138840000	166450000	77047000	137680000	136540000	34270000	111240000	158330000
Solyc02g080810.2.1	62169000	198150000	49737000	11064000	7529100	5597500	8608900	30962000	4398700	5796000	6751600	4289800
Solyc02g081170.2.1	0	2970200	0	0	0	0	0	0	0	0	0	0
Solyc02g081200.1.1	2149800	1239900	1469500	1143200	1652300	1751700	1321600	1509600	1056700	4408200	4261300	3859900
Solyc02g081270.2.1	0	0	0	0	0	0	0	0	0	0	0	1085200
Solyc02g081290.2.1	25536000	15852000	18159000	18445000	21350000	21621000	23597000	18621000	19923000	15849000	13949000	20856000
Solyc02g081300.2.1	11424000	8172500	7037600	2569900	6452300	4461400	4357500	12530000	4511000	3813700	4598500	9622000
Solyc02g081410.2.1	42048000	32718000	64045000	43276000	72173000	63909000	46209000	60568000	59622000	49693000	58061000	86332000
Solyc02g081430.2.1	550420	1841600	647100	0	0	0	0	0	563510	0	0	0
Solyc02g081650.2.1	0	0	0	0	0	0	0	0	0	0	0	1195400
Solyc02g081680.2.1	24371000	14438000	16601000	33516000	65797000	47097000	48685000	54063000	25158000	43328000	57651000	47699000
Solyc02g081700.1.1	6748900	12285000	6400000	6039200	3449800	2981600	4045400	4074800	5456800	2373200	4010700	3575700
Solyc02g081810.2.1	481160000	244330000	420460000	1292200000	1031100000	546700000	1299600000	670780000	640610000	822240000	820020000	750800000
Solyc02g081910.1.1	38139000	18186000	25432000	59039000	47162000	46604000	63389000	39061000	58237000	71007000	45106000	30455000
Solyc02g081920.2.1	72828000	43945000	78077000	124370000	104120000	128030000	125540000	124980000	162190000	110530000	108890000	97204000
Solyc02g081940.2.1	35919000	22582000	27306000	23739000	42440000	33305000	41821000	43576000	24551000	17341000	35822000	35496000
Solyc02g081960.2.1	73370000	74230000	76186000	93179000	89546000	67329000	71825000	80699000	85896000	45738000	94031000	137350000
Solyc02g081980.2.1	46485000	39334000	50055000	31465000	26470000	26347000	29647000	33189000	26702000	52832000	22375000	34491000
Solyc02g082000.2.1	42678000	102090000	22693000	14467000	38380000	21976000	19659000	40336000	31264000	6331800	81112000	13674000
Solyc02g082010.1.1	0	0	0	0	0	0	0	0	0	0	0	160260
Solyc02g082020.2.1	1722900	2175900	2688000	2605800	3708800	3885700	2904800	5167000	2723400	0	4139300	2202800
Solyc02g082030.2.1	0	0	0	0	217090	0	0	0	0	0	0	0
Solyc02g082080.1.1	0	0	0	1761500	0	0	0	0	0	0	0	0
Solyc02g082130.1.1	3779500	0	7064500	9826600	12722000	9590100	13379000	12821000	0	9387800	6569500	8619100
Solyc02g082200.2.1	807190	8425600	0	490310	385010	546550	0	512190	0	492860	365330	0
Solyc02g082220.2.1	29282000	38327000	8883200	2075100	4786300	3393800	1851700	5720400	1114200	1278800	7224600	2296900
Solyc02g082270.2.1	7143800	13917000	6263700	710970	544120	699900	561560	807030	0	846420	607660	552370
Solyc02g082340.2.1	0	0	0	0	0	0	0	0	0	455430	0	0
Solyc02g082350.2.1	1220700	0	1066500	0	0	0	0	0	0	0	0	0
Solyc02g082450.2.1	1121700	5906200	723650	0	0	0	0	0	0	0	0	0
Solyc02g082460.2.1	1388800	0	0	0	1530700	1198400	2604700	0	1900500	0	0	0
Solyc02g082540.2.1	2606500	0	866260	0	0	816580	0	0	781890	0	0	0
Solyc02g082700.2.1	23371000	11278000	23245000	23144000	56645000	20299000	12504000	21545000	32642000	21576000	33940000	13464000
Solyc02g082710.2.1	0	1503200	0	0	0	0	0	0	258480	0	0	0
Solyc02g082760.2.1	57120000	190870000	59579000	14142000	13334000	13177000	36500000	37222000	25615000	17575000	14066000	17563000
Solyc02g082830.1.1	0	2259400	0	0	0	0	0	0	0	0	0	0
Solyc02g082930.2.1	0	0	0	0	0	0	0	0	2339700	0	0	0
Solyc02g083140.2.1	13532000	5526800	7573400	13853000	8727100	13304000	13276000	9009600	5333700	23004000	14286000	17757000
Solyc02g083320.2.1	4913200	0	0	5657100	11650000	13445000	6901000	3216400	6809300	2384600	8816100	32588000
Solyc02g083340.2.1	5838200	2282400	2390400	2576500	2705600	2868500	4033200	3044900	3463400	3479900	3297400	3617400
Solyc02g083350.2.1	277660000	188140000	217230000	417810000	285650000	287560000	524230000	269520000	332130000	461430000	258540000	269740000
Solyc02g083410.2.1	489230	1772800	345420	0	0	0	0	0	0	0	0	0
Solyc02g083470.2.1	2750500	0	3748600	2470300	4258900	3702100	4293100	4172500	4207800	1344400	2978100	5087400
Solyc02g083510.2.1	0	3374500	0	0	0	0	0	0	0	0	0	0
Solyc02g083580.2.1	0	624660	0	0	0	0	0	0	0	0	0	0
Solyc02g083750.1.1	48048000	27937000	43605000	56508000	46579000	41799000	45307000	38577000	55802000	60449000	38414000	40773000
Solyc02g083800.2.1	2848800	2697100	2830600	0	0	2540400	0	0	0	0	0	0
Solyc02g083810.2.1	189510000	718260000	157840000	91628000	229120000	159980000	80257000	105250000	68680000	47542000	183010000	133900000
Solyc02g083900.2.1	32333000	13821000	38275000	54455000	30841000	41360000	27288000	23948000	6902000	43704000	27067000	48373000
Solyc02g083940.2.1	0	0	0	0	1209900	0	0	0	0	0	411940	645470
Solyc02g084000.2.1	1270300	0	1482400	2829500	1334700	1500100	0	0	0	3345400	1352900	2138900
Solyc03g033600.2.1	93102000	28608000	24181000	62620000	70490000	87505000	61004000	49605000	61336000	25059000	59739000	72254000
Solyc02g084030.2.1	0	0	0	0	31839	0	0	0	0	0	0	0
Solyc02g084240.2.1	27309000	2472300	7893600	120960000	31597000	58341000	78703000	6865700	33309000	63073000	37125000	70756000
Solyc02g084340.1.1	9487500	3605800	8069400	17371000	17379000	13969000	33785000	21984000	16571000	14135000	15605000	19038000
Solyc02g084440.2.1	349220000	1188400000	227840000	22498000	8188800	9601400	77378000	132170000	19479000	11338000	9885900	7973900
Solyc02g084600.2.1	0	0	0	7027000	3185000	2249100	2725900	1757600	2389400	3605000	5208300	2253600
Solyc02g084620.2.1	7481900	0	0	0	0	0	0	0	0	0	0	0
Solyc02g084690.2.1	4134300	3067900	1637200	2922500	3120000	2737800	2508800	2037400	3481700	3100800	1860000	2208300
Solyc02g084820.2.1	0	0	0	0	0	2191300	0	1830800	1827500	0	0	1790500
Solyc02g084920.2.1	15123000	27979000	7828600	0	6564000	7486900	0	11499000	0	0	0	0
Solyc02g084990.2.1	0	0	0	1311000	3105200	741610	0	977770	0	0	1206300	1141700
Solyc02g085160.1.1	1999700	0	0	0	0	4836500	0	2354500	0	0	0	0
Solyc02g085230.2.1	65262000	37192000	91717000	139620000	151420000	117670000	153040000	137720000	113760000	127110000	117920000	106180000
Solyc02g085350.2.1	1382100	8301000	0	0	0	0	0	977550	0	0	0	0
Solyc02g085420.2.1	370740000	271800000	374500000	613840000	588250000	390630000	663610000	551850000	376010000	454560000	696650000	603350000
Solyc02g085570.2.1	6017400	4862700	4874600	4110600	5853500	4832900	4543000	3977700	4705700	4513200	6093900	3512000
Solyc02g085920.2.1	322890	0	0	0	0	0	0	0	0	0	0	0
Solyc02g085950.2.1	18614000	25423000	0	0	0	0	460290	492690	0	0	0	0
Solyc02g086160.2.1	1791800	10211000	1440700	1200200	1202500	0	0	1184200	0	0	1050000	0
Solyc12g010930.1.1	40843000	79151000	67067000	46642000	47156000	39667000	36080000	98268000	54238000	20872000	118830000	24375000
Solyc02g086460.2.1	0	2406000	0	0	0	0	0	0	0	0	0	0
Solyc02g086510.2.1	1024200	0	0	581560	0	701960	0	0	0	774160	1848000	767120
Solyc02g086520.2.1	1080800	5193900	0	0	0	0	0	0	0	0	0	0
Solyc02g086610.2.1	1157500	2327800	0	0	0	0	0	0	0	0	0	0
Solyc02g086660.2.1	2078400	1865600	5956400	6080700	9746400	6605900	6487300	7156900	3363700	6569900	8553700	6681300
Solyc02g086710.2.1	870000	3430400	0	0	0	0	0	0	0	0	0	0
Solyc02g086730.1.1	52578000	113390000	43959000	13428000	11340000	15922000	16479000	19078000	20903000	2881700	55463000	24864000
Solyc02g086740.1.1	12223000	43424000	15141000	2749700	1990800	9836200	11068000	6072600	0	0	12217000	3046100
Solyc02g086750.1.1	14506000	8753800	17617000	32688000	19260000	29234000	19848000	13182000	40724000	31966000	24537000	27712000
Solyc02g086820.2.1	376930000	930790000	223990000	46609000	36778000	36267000	68503000	115010000	48720000	58841000	34009000	41527000
Solyc02g086830.2.1	9171200	22554000	5602800	1422400	2791300	2741700	1657400	949270	4672600	3972200	2332900	1053600
Solyc02g086880.2.1	21460000	24602000	6800500	0	0	0	0	2210300	0	0	0	0
Solyc02g086890.2.1	0	1165900	0	0	0	0	0	0	0	0	0	0
Solyc02g086910.2.1	25887000	46025000	7161400	0	0	1012600	1223500	869990	0	0	0	0
Solyc02g087070.2.1	4246600	15098000	2647100	0	0	0	0	0	0	0	0	0
Solyc02g087130.2.1	1897000	1235500	1989600	6063400	5210500	5870500	3766000	3971500	3220800	6917600	5156500	4963000
Solyc02g087150.2.1	630830	0	0	0	0	0	0	0	0	0	0	0
Solyc02g087190.1.1	2769400	2021900	2113900	551150	1200900	938400	907910	718070	721870	0	1104400	850460
Solyc02g087220.2.1	2919400	1924400	3147700	5628300	6647700	5243900	4177500	5047200	4915300	2395600	4674100	4994600
Solyc02g087240.2.1	3028300	21233000	2589000	0	1318400	3639700	3759300	2570400	3519800	0	1897900	1827000
Solyc02g087250.2.1	1383600	3873500	976360	0	0	0	0	362550	0	0	0	0
Solyc02g087290.2.1	0	0	0	0	0	0	0	0	1423300	0	0	0
Solyc02g087300.1.1	15424000	13995000	17576000	21070000	21460000	39254000	20771000	25013000	37481000	22350000	15807000	50464000
Solyc02g087360.2.1	11511000	6070400	7453500	13031000	11492000	9019900	9744300	8509000	7706100	11902000	8072100	9209500
Solyc02g087710.2.1	315720000	193000000	428540000	546200000	421280000	444190000	461540000	541190000	520050000	503700000	480150000	493540000
Solyc02g087720.1.1	0	0	0	0	0	0	0	0	368020	0	0	0
Solyc02g087760.2.1	3130200	4474600	0	2471300	2767400	2181900	3368700	3096300	3306700	3499000	4364800	2242200
Solyc02g087770.2.1	20039000	6011500	24981000	77209000	110730000	65284000	55709000	15638000	34507000	55233000	31427000	35534000
Solyc05g007560.2.1	51945000	50892000	26876000	38821000	35521000	27130000	32261000	36530000	44840000	28889000	50417000	22420000
Solyc02g088000.2.1	0	0	145980	0	0	0	0	0	0	0	0	0
Solyc02g088100.2.1	0	0	3176900	0	0	0	0	0	0	0	0	0
Solyc02g088260.2.1	11192000	6797400	7180100	6654500	9237800	5947700	7506200	9860900	7848900	8187800	8534600	4789900
Solyc02g088350.2.1	361140	1121800	0	0	0	0	0	0	0	0	0	0
Solyc02g088610.2.1	0	3018100	0	0	0	0	0	0	527450	0	0	0
Solyc02g088630.2.1	0	0	0	0	0	605990	0	0	0	0	0	0
Solyc02g088690.2.1	2218600	6404100	0	0	0	0	0	0	0	0	0	0
Solyc02g088700.2.1	27825000	143650000	4321200	1991600	1718200	1392400	2251000	2820300	2078800	1707900	2371500	1495500
Solyc02g088720.2.1	21362000	14784000	30239000	40464000	36003000	49602000	29127000	23133000	20417000	37540000	31005000	56663000
Solyc02g088780.2.1	24554000	14521000	51387000	30926000	36718000	40016000	29350000	44416000	38201000	41551000	29241000	36496000
Solyc02g088820.2.1	67696000	26080000	35596000	28666000	29641000	41874000	31754000	37504000	22216000	36811000	46413000	60206000
Solyc02g089070.2.1	17461000	18362000	12315000	3579700	5699900	2880900	3758400	4732200	3681400	2873900	4514000	1882300
Solyc02g089080.2.1	0	0	0	0	8837500	0	0	0	0	0	0	0
Solyc02g089280.2.1	11547000	7269000	16930000	22843000	16782000	7820600	16434000	22808000	15201000	7022900	21733000	11084000
Solyc02g089350.2.1	0	0	775620	1041200	1765100	1256600	1669000	6426800	5487300	3131400	4651800	17995000
Solyc02g089360.2.1	16419000	19853000	18296000	16428000	18677000	15039000	19397000	20675000	25896000	13173000	18599000	13536000
Solyc02g089370.2.1	0	0	0	319120	0	495290	0	0	0	574090	0	535470
Solyc02g089440.2.1	14841000	17283000	10757000	15400000	18959000	11608000	13323000	16312000	15759000	6764600	12590000	14226000
Solyc02g089600.2.1	0	0	0	3124800	0	2994000	0	0	2513300	4333800	2991700	2410000
Solyc02g089730.1.1	2618800	2074000	4565600	9083800	2612400	3058500	4323100	2407000	6257000	1592900	2128600	0
Solyc02g089800.2.1	217910000	102010000	191160000	238140000	201780000	251450000	185180000	191260000	288700000	251410000	233330000	284600000
Solyc02g089810.2.1	5124100	1867600	2783800	6570600	3881400	3266900	6814000	3254000	4280800	6912300	3317100	3298500
Solyc02g089970.2.1	0	0	0	0	0	0	0	0	0	0	1190900	0
Solyc02g090030.2.1	177470000	473810000	113950000	1010800	2453400	8447400	2511800	21507000	1976700	0	1578400	1041200
Solyc02g090070.2.1	426920000	317790000	0	209770000	265550000	550390000	740280000	421560000	571080000	609730000	116880000	191180000
Solyc02g090190.1.1	1259100	0	0	668680	888250	0	0	1039100	0	1029900	875460	1194900
Solyc02g090230.2.1	30330000	29092000	31997000	28746000	51953000	28789000	27926000	33438000	31365000	16889000	50054000	32093000
Solyc02g090360.2.1	57461000	37571000	30761000	26470000	29944000	36821000	63570000	64436000	25508000	19511000	33702000	53048000
Solyc02g090490.2.1	17824000	24874000	52802000	0	1231100	1368100	2377700	1916700	5988200	0	0	0
