ShortenedID	LFQ.intensity.24hrsI-Rep1	LFQ.intensity.24hrsI-Rep2	LFQ.intensity.24hrsI-Rep3	LFQ.intensity.24hrsNI-Rep1	LFQ.intensity.24hrsNI-Rep2	LFQ.intensity.24hrsNI-Rep3	LFQ.intensity.8hrsI-Rep1	LFQ.intensity.8hrsI-Rep2	LFQ.intensity.8hrsI-Rep3	LFQ.intensity.8hrsNI-Rep1	LFQ.intensity.8hrsNI-Rep2	LFQ.intensity.8hrsNI-Rep3
5996;7363;7392;8669;18988;22737;22755;25289;25566;27680;28728;28745;44144;45767;58557;58734;58994;59424;65063;66383;66945;66966;71034;74125;79807;84787;84825;85493;89718;90842;102670;103085;104478;107710;108856;108857;115446;130585;130587;132082;132687;132709;136203;138340;138364;139376;139394;143644;143660;146901;147223;147233;149160;150774;151843;152700;154872;167536;173524;175098;181393;181410;181840;185067;188088;191395;192042;192047;193493;194668;195296;195437;195699;196660;196680;202669;203065;203086;209259;209581;214247;216831;216876;219287;219297;227752;227962;228785;231147;231156;233635;234323;236322;236323;238471;241892;248202;253484;266456;269549;269748;273128;273150;274056;277032;285786;286629;286634;294432;295312;295805;296990;297739;297891;297935;299938;302771;303269;304423;304433;308521;308985;309004;310756;311810;312210;316255;325487;329112;329775;329835;333192;338678;339274;340138;340166;360638;361991;366371;368816;368998;375666;375768;388075;395307;405225;413638;424047;425874;427328;430048;437351;437371;441487;443738;445658;445702												
Solyc06g082150.2.1	0	20358000	0	0	0	0	0	0	18819000	0	0	0
Solyc06g082220.2.1	34585000	16644000	55396000	26899000	38122000	34155000	24437000	25369000	27832000	33447000	37393000	49807000
Solyc06g082360.2.1	16960000	18374000	33235000	27731000	30126000	26271000	20039000	21065000	37423000	11277000	21644000	51315000
Solyc06g082510.2.1	0	0	0	0	0	0	0	0	0	0	0	418910
Solyc06g082580.2.1	8230800	6420600	13522000	4470300	5119700	13545000	4146800	5597500	10678000	6130800	6217900	12571000
Solyc06g082620.1.1	1291200	0	1632100	2758400	2828200	0	3325900	2876900	0	2296300	2485300	0
Solyc06g082660.2.1	2516300	5700800	2981200	1304500	1502500	1694400	0	2709300	1288700	1472000	2316300	1194900
Solyc06g082680.2.1	2609100	0	0	0	0	0	0	0	0	0	0	0
Solyc06g082760.2.1	2296000	7963800	1784700	949600	650860	0	0	1102300	2625100	0	1928300	809010
Solyc06g082870.2.1	42256000	38061000	33613000	33068000	78701000	54894000	30744000	25765000	32647000	16828000	45367000	40651000
Solyc06g082950.2.1	179710000	510100000	196360000	0	5913000	41046000	7810100	24190000	20255000	3373900	4520800	6303400
Solyc06g082970.2.1	4162400	22869000	3689400	0	0	0	0	0	0	0	0	0
Solyc06g083180.2.1	10825000	8445300	13658000	6237600	13847000	25642000	5654400	4477000	10487000	3365000	23300000	19634000
Solyc06g083260.2.1	0	0	429570	0	0	0	0	0	0	0	0	0
Solyc06g083300.2.1	11190000	20780000	8995000	3041800	1715400	0	0	2051800	0	3495800	2941000	1619400
Solyc06g083310.2.1	19903000	27125000	14097000	21515000	26966000	10289000	17014000	18384000	17997000	9457700	19329000	10729000
Solyc06g083350.2.1	0	0	0	0	0	0	0	0	0	1235400	0	0
Solyc06g083360.2.1	358990	0	0	1590000	0	0	0	1473500	0	1201200	847620	0
Solyc06g083390.2.1	2839000	2781700	1594000	0	0	0	0	957750	0	0	0	0
Solyc06g083420.1.1	682960	0	674890	845440	0	987810	0	0	527180	950890	0	638430
Solyc06g083530.2.1	0	0	0	0	0	0	0	0	998810	0	0	0
Solyc06g083540.2.1	8402200	3641700	4783400	3119100	4936900	5637500	0	4193100	0	0	3139900	3630500
Solyc06g083580.2.1	18077000	4507700	30126000	43668000	93948000	70579000	35569000	31338000	36836000	22341000	37924000	134360000
Solyc06g083620.2.1	9149100	17886000	9389400	7989100	13406000	10295000	12439000	11959000	12595000	4782000	7301700	3814000
Solyc06g083650.2.1	5165100	2767500	7659900	4303100	9075700	7759900	5532400	5371200	4838600	2546600	7041000	9647700
Solyc06g083680.2.1	17573000	72654000	10634000	0	0	0	0	3932300	0	0	0	0
Solyc06g083690.2.1	639680	2623600	654300	0	0	0	0	0	0	0	0	0
Solyc06g083720.1.1	21015000	14209000	25883000	38557000	34429000	31396000	34346000	43906000	38408000	27371000	40307000	67894000
Solyc06g083730.2.1	727220	0	0	0	0	0	0	0	0	0	0	0
Solyc06g083750.2.1	0	0	0	0	0	0	0	0	0	0	10995000	0
Solyc06g083790.2.1	1964600	9169000	0	0	0	0	0	0	0	0	0	0
Solyc06g083870.2.1	404600000	193510000	209730000	372710000	347970000	333010000	603450000	396590000	347600000	371900000	296100000	227890000
Solyc06g083980.1.1	0	0	659350	0	0	0	0	0	0	0	0	0
Solyc06g084000.2.1	7589700	4233200	6711900	10189000	8032700	5757100	7601200	5698400	4080900	10268000	7034200	6221000
Solyc06g084010.2.1	13227000	6909900	9767500	23321000	19059000	7361100	13716000	11798000	4254000	14257000	9191500	10631000
Solyc06g084020.2.1	19452000	6727500	14107000	290110000	17685000	69470000	426530000	8280000	44273000	429320000	15265000	54224000
Solyc06g084090.2.1	115780000	27022000	107010000	180750000	158590000	369130000	207130000	65476000	79050000	166110000	431090000	111580000
Solyc06g084210.2.1	2737200	6260200	0	0	0	0	0	0	0	0	0	0
Solyc09g065330.2.1	7163400	8152200	15601000	10623000	5723000	11572000	20737000	12736000	8443900	0	13561000	9311500
Solyc09g064660.2.1	282160000	217730000	159140000	244620000	316340000	363130000	420120000	320290000	363020000	293440000	228100000	228850000
Solyc06g084400.2.1	0	0	1473500	0	0	0	0	0	0	0	1666800	0
Solyc06g084480.2.1	0	542790	0	0	0	0	0	0	0	0	0	0
Solyc06g084530.2.1	17488000	8053300	19993000	9377100	8373300	13220000	8647000	9002200	4925400	7631300	5095200	9626200
Solyc07g005020.2.1	0	0	0	0	0	645020	0	1667900	0	0	0	0
Solyc07g005090.2.1	7253400	0	20012000	5496400	4538200	0	5462400	6608800	11621000	0	3266100	4335600
Solyc07g005100.2.1	0	0	0	0	0	0	0	0	631770	0	0	0
Solyc07g005180.2.1	1048600	1120200	1004200	985550	0	657600	0	0	770420	0	0	1010100
Solyc07g005190.2.1	13644000	11088000	14427000	14502000	26192000	33404000	12759000	23263000	22663000	12311000	27289000	24890000
Solyc07g005320.2.1	48267000	18172000	34241000	39454000	52581000	45835000	33609000	41704000	28792000	43671000	48615000	47233000
Solyc07g005330.2.1	39820000	27776000	10378000	0	1791500	0	1405500	2712400	0	0	0	1547100
Solyc07g005340.1.1	1059700	0	0	1493600	1214600	1119400	0	1218000	1342000	1282800	1363000	0
Solyc07g005390.2.1	6912400	21247000	3890000	2061600	2020600	1750600	2504700	8387200	2365400	1478800	2917200	1556100
Solyc07g005530.2.1	2499700	875820	1981600	4567700	8181800	8494300	8802200	8466600	2478300	6001300	4493100	7787900
Solyc07g005600.2.1	0	2620000	0	0	0	0	0	0	0	0	0	0
Solyc07g005680.2.1	2749100	0	1415100	0	1936600	988130	1523400	1194800	3784400	0	2519600	1121600
Solyc07g005810.2.1	36809000	62310000	15924000	567390	643380	492320	865620	1136000	494750	565840	888250	313000
Solyc07g005830.2.1	36900000	20476000	12441000	1347000	621750	669630	2839400	1620100	1251700	0	2443000	1107400
Solyc07g005880.2.1	67047000	38583000	82528000	96312000	100760000	96643000	100660000	112450000	137230000	100890000	100630000	85711000
Solyc07g005890.2.1	0	0	0	1474100	1280500	1529200	1648400	1251700	0	1610600	869110	2152000
Solyc07g005930.2.1	3129500	0	4078200	4398800	4835400	4278300	4800600	5049200	4790100	5326800	4723300	6976300
Solyc07g005940.2.1	10548000	20706000	10093000	12043000	9634400	7471500	10468000	10912000	13072000	10165000	9250500	6697600
Solyc07g006000.2.1	0	0	1654700	0	0	0	0	0	0	0	0	0
Solyc07g006010.2.1	24843000	14402000	40706000	38351000	42023000	51342000	48720000	24997000	28361000	32200000	22294000	41546000
Solyc07g006030.2.1	15289000	17377000	7602400	27057000	17837000	15030000	9248700	16596000	23605000	57211000	36389000	29167000
Solyc07g006150.2.1	0	0	0	0	0	0	0	0	3095600	0	0	0
Solyc07g006220.1.1	0	0	0	4717700	3465500	2597000	3522300	2582500	0	5745300	4497400	2020700
Solyc07g006260.2.1	0	0	0	0	0	0	0	0	0	0	756820	0
Solyc07g006280.2.1	4917200	6771200	1925000	0	0	885540	991040	0	0	1510100	943550	849890
Solyc07g006520.2.1	2849400	8274200	2159600	0	1602400	0	0	0	0	0	0	0
Solyc07g006650.2.1	3136700	9986800	1731600	1932200	3951000	1930400	2063100	4222600	1914500	1522600	4913500	1442200
Solyc07g006790.2.1	15904000	48381000	3901200	2453500	2733900	0	3056300	3207600	2514600	2302100	2714800	2835000
Solyc07g006820.2.1	853090	0	0	0	910040	0	0	0	0	973290	0	979750
Solyc07g006830.2.1	48996000	37956000	83537000	74379000	46444000	70761000	59397000	75387000	99206000	86971000	62215000	51880000
Solyc07g006890.1.1	20083000	13783000	3093000	0	0	0	2385100	2645400	0	0	0	0
Solyc07g007110.2.1	0	1577800	0	0	0	0	0	0	0	0	0	0
Solyc07g007120.2.1	16402000	10046000	19653000	66316000	45622000	53659000	52432000	39149000	59066000	60785000	38804000	49639000
Solyc07g007210.2.1	2166500000	1293400000	1176300000	1767900000	2112300000	1691900000	1621600000	2409900000	1502400000	881070000	2919400000	2566600000
